truck,fromid,toid,fee,gross,net,scenorio
11t,85,-1,220900,0.57658582,0.410909047,S1-1
11t,85,-1,220900,0.569429014,0.423807413,S1-1
11t,85,-1,220900,0.548373539,0.390698561,S1-1
11t,85,-1,220900,0.046568138,0.035534628,S1-1
11t,85,-1,220900,0.585810881,0.417445981,S1-1
11t,85,-1,220900,0.581450375,0.415230288,S1-1
11t,85,-1,220900,0.513238951,0.39319849,S1-1
11t,85,-1,220900,0.602790467,0.43267755,S1-1
11t,85,-1,220900,0.571871184,0.458842038,S1-1
11t,85,-1,220900,0.58354978,0.445345537,S1-1
11t,85,-1,220900,0.583886979,0.463634299,S1-1
11t,85,-1,220900,0.588492888,0.440777836,S1-1
11t,85,-1,220900,0.627620779,0.462761256,S1-1
11t,85,-1,220900,0.565156296,0.426674674,S1-1
11t,85,-1,220900,0.587789048,0.404477729,S1-1
11t,85,-1,220900,0.237866946,0.144459041,S1-1
11t,85,-1,220900,0.579547006,0.43367732,S1-1
11t,85,-1,220900,0.590924495,0.419484408,S1-1
11t,85,-1,220900,0.199276964,0.120899111,S1-1
11t,85,-1,220900,0.579441592,0.431640926,S1-1
11t,85,-1,220900,0.597151311,0.438896079,S1-1
11t,85,-1,220900,0.274588618,0.184362684,S1-1
11t,85,-1,220900,0.605066271,0.462931953,S1-1
11t,85,-1,220900,0.585274015,0.410129471,S1-1
11t,85,-1,220900,0.274669145,0.178238333,S1-1
11t,85,-1,220900,0.614126829,0.461728054,S1-1
11t,85,-1,220900,0.584848762,0.409211678,S1-1
11t,85,-1,220900,0.379687603,0.272268368,S1-1
11t,85,-1,220900,0.342691503,0.227064779,S1-1
11t,85,-1,220900,0.588632015,0.450067009,S1-1
11t,85,-1,220900,0.632002394,0.476907452,S1-1
11t,85,-1,220900,0.444753559,0.327727229,S1-1
11t,85,-1,220900,0.611780848,0.469371877,S1-1
11t,85,-1,220900,0.576881267,0.403354826,S1-1
11t,85,-1,220900,0.589403951,0.412512482,S1-1
11t,85,-1,220900,0.570533742,0.412198603,S1-1
11t,85,-1,220900,0.20188406,0.139988998,S1-1
11t,85,-1,220900,0.597881513,0.444753655,S1-1
11t,85,-1,220900,0.608468566,0.441016751,S1-1
11t,85,-1,220900,0.266844395,0.185927101,S1-1
11t,85,-1,220900,0.591109282,0.428867178,S1-1
11t,85,-1,220900,0.656459245,0.452007725,S1-1
11t,85,-1,220900,0.27152946,0.171269204,S1-1
11t,85,-1,220900,0.600507194,0.447277541,S1-1
11t,85,-1,220900,0.590734398,0.404332173,S1-1
11t,85,-1,220900,0.247486655,0.172375952,S1-1
11t,85,-1,220900,0.613056726,0.44541056,S1-1
11t,85,-1,220900,0.567344883,0.404895988,S1-1
11t,85,-1,220900,0.104006316,0.065279904,S1-1
11t,85,-1,220900,0.582592279,0.426602603,S1-1
11t,85,-1,220900,0.58616833,0.413371468,S1-1
11t,85,-1,220900,0.401157682,0.290577347,S1-1
11t,85,-1,220900,0.603228101,0.444805239,S1-1
11t,85,-1,220900,0.615026475,0.432059162,S1-1
11t,85,-1,220900,0.255102146,0.187781048,S1-1
11t,85,-1,220900,0.605091588,0.446342223,S1-1
11t,85,-1,220900,0.591512864,0.416778301,S1-1
11t,85,-1,220900,0.361256618,0.247876386,S1-1
11t,85,-1,220900,0.629968456,0.465618167,S1-1
11t,85,-1,220900,0.592695428,0.415740015,S1-1
11t,85,-1,220900,0.253433697,0.175534651,S1-1
11t,85,-1,220900,0.569984001,0.422377924,S1-1
11t,85,-1,220900,0.584244439,0.416923584,S1-1
11t,85,-1,220900,0.543867696,0.380435403,S1-1
11t,85,-1,220900,0.254848597,0.168364479,S1-1
11t,85,-1,220900,0.600296454,0.413056839,S1-1
11t,85,-1,220900,0.60406408,0.4438361,S1-1
11t,85,-1,220900,0.388525973,0.27863857,S1-1
11t,85,-1,220900,0.601943108,0.432053927,S1-1
11t,85,-1,220900,0.605846099,0.437944724,S1-1
11t,85,-1,220900,0.563454618,0.410614974,S1-1
11t,85,-1,220900,0.597526935,0.426883571,S1-1
11t,85,-1,220900,0.592102726,0.418726668,S1-1
11t,85,-1,220900,0.368337344,0.271651498,S1-1
11t,85,-1,220900,0.592020722,0.415560312,S1-1
11t,85,-1,220900,0.624331386,0.443356157,S1-1
11t,85,-1,220900,0.288037803,0.208586552,S1-1
11t,85,-1,220900,0.217657713,0.140266356,S1-1
11t,85,-1,220900,0.595226509,0.429280038,S1-1
11t,85,-1,220900,0.21136681,0.141577498,S1-1
11t,85,-1,220900,0.583853514,0.441902018,S1-1
11t,85,-1,220900,0.584806534,0.427040519,S1-1
11t,85,-1,220900,0.393690977,0.291956157,S1-1
11t,85,-1,220900,0.298888871,0.204194782,S1-1
11t,85,-1,220900,0.59868124,0.444725871,S1-1
11t,85,-1,220900,0.606299096,0.427998611,S1-1
11t,85,-1,220900,0.587913686,0.462556457,S1-1
11t,85,-1,220900,0.129613852,0.093000833,S1-1
11t,85,-1,220900,0.583052736,0.43079021,S1-1
11t,85,-1,220900,0.597480102,0.418857558,S1-1
11t,85,-1,220900,0.584723122,0.416455822,S1-1
11t,85,-1,220900,0.026459568,0.016923256,S1-1
11t,85,-1,220900,0.582952551,0.407251007,S1-1
11t,85,-1,220900,0.58981737,0.452137658,S1-1
11t,85,-1,220900,0.603449737,0.445060381,S1-1
11t,85,-1,220900,0.203233598,0.15049688,S1-1
11t,85,-1,220900,0.58825435,0.424604369,S1-1
11t,85,-1,220900,0.580203122,0.428988096,S1-1
11t,85,-1,220900,0.50699306,0.373253253,S1-1
11t,85,-1,220900,0.594279386,0.418881591,S1-1
11t,85,-1,220900,0.613447166,0.442614393,S1-1
11t,85,-1,220900,0.526690463,0.426979845,S1-1
11t,85,-1,220900,0.569886348,0.401774362,S1-1
11t,85,-1,220900,0.56671147,0.447623587,S1-1
11t,85,-1,220900,0.486690079,0.343519888,S1-1
11t,85,-1,220900,0.580876776,0.463597325,S1-1
11t,85,-1,220900,0.589325082,0.451357419,S1-1
11t,85,-1,220900,0.574400242,0.412584983,S1-1
11t,85,-1,220900,0.607693409,0.44424181,S1-1
11t,85,-1,220900,0.172421212,0.114808709,S1-1
11t,85,-1,220900,0.610228619,0.45484357,S1-1
11t,85,-1,220900,0.140940138,0.08900608,S1-1
11t,85,-1,220900,0.587695716,0.443082372,S1-1
11t,85,-1,220900,0.65816481,0.471112243,S1-1
11t,85,-1,220900,0.156437066,0.107964036,S1-1
11t,85,-1,220900,0.588570552,0.446988342,S1-1
11t,85,-1,220900,0.586770776,0.438479399,S1-1
11t,85,-1,220900,0.173347137,0.105249396,S1-1
11t,85,-1,220900,0.582312215,0.427762933,S1-1
11t,85,-1,220900,0.59434847,0.425257629,S1-1
11t,85,-1,220900,0.099395446,0.067309577,S1-1
11t,85,-1,220900,0.220393614,0.135454093,S1-1
11t,85,-1,220900,0.561747402,0.421111682,S1-1
11t,85,-1,220900,0.581498742,0.415990699,S1-1
11t,85,-1,220900,0.082337851,0.058872369,S1-1
11t,85,-1,220900,0.591970111,0.431772677,S1-1
11t,85,-1,220900,0.584119366,0.412223873,S1-1
11t,85,-1,220900,0.170801222,0.109188781,S1-1
11t,85,-1,220900,0.59337149,0.439679924,S1-1
11t,85,-1,220900,0.133791219,0.094572698,S1-1
11t,85,-1,220900,0.60261523,0.43720879,S1-1
11t,85,-1,220900,0.19858879,0.129231363,S1-1
11t,85,-1,220900,0.644916085,0.473196072,S1-1
11t,85,-1,220900,0.604263736,0.424720086,S1-1
11t,85,-1,220900,0.228760505,0.151760872,S1-1
11t,85,-1,220900,0.615684016,0.460036772,S1-1
11t,85,-1,220900,0.563773107,0.405171675,S1-1
11t,85,-1,220900,0.153667361,0.102499843,S1-1
11t,85,-1,220900,0.599226325,0.430200943,S1-1
11t,85,-1,220900,0.598960289,0.434358671,S1-1
11t,85,-1,220900,0.066062836,0.041710276,S1-1
11t,85,-1,220900,0.573668847,0.410326061,S1-1
11t,85,-1,220900,0.585348834,0.441566599,S1-1
11t,85,-1,220900,0.599107882,0.445558795,S1-1
11t,85,-1,220900,0.565770402,0.397108377,S1-1
11t,85,-1,220900,0.596336835,0.427922974,S1-1
11t,85,-1,220900,0.18141958,0.113110374,S1-1
11t,85,-1,220900,0.593151776,0.424956003,S1-1
11t,85,-1,220900,0.190897061,0.129787711,S1-1
11t,85,-1,220900,0.633638432,0.479559385,S1-1
11t,85,-1,220900,0.629119833,0.455176438,S1-1
11t,85,-1,220900,0.078263536,0.055172791,S1-1
11t,85,-1,220900,0.251704572,0.186123986,S1-1
11t,85,-1,220900,0.617727437,0.441493503,S1-1
11t,85,-1,220900,0.619983161,0.452656889,S1-1
11t,85,-1,220900,0.109926135,0.075246521,S1-1
11t,85,-1,220900,0.595845937,0.426142612,S1-1
11t,85,-1,220900,0.566519008,0.40224817,S1-1
11t,85,-1,220900,0.330951427,0.243396314,S1-1
11t,85,-1,220900,0.571650126,0.405041391,S1-1
11t,85,-1,220900,0.580986553,0.433694325,S1-1
11t,85,-1,220900,0.188902129,0.127398526,S1-1
11t,85,-1,220900,0.580346821,0.406099869,S1-1
11t,85,-1,220900,0.533672296,0.38432723,S1-1
11t,85,-1,220900,0.145671166,0.089933563,S1-1
11t,85,-1,220900,0.626639426,0.46249284,S1-1
11t,85,-1,220900,0.126623162,0.087504797,S1-1
11t,85,-1,220900,0.593829196,0.422840104,S1-1
11t,85,-1,220900,0.200608395,0.136654665,S1-1
11t,85,-1,220900,0.595264281,0.454352353,S1-1
11t,85,-1,220900,0.611785562,0.42557755,S1-1
11t,85,-1,220900,0.163575955,0.117661505,S1-1
11t,85,-1,220900,0.600562883,0.443796542,S1-1
11t,85,-1,220900,0.646967131,0.459239798,S1-1
11t,85,-1,220900,0.0225193,0.01522128,S1-1
11t,85,-1,220900,0.607558819,0.440958841,S1-1
11t,85,-1,220900,0.590351734,0.415494274,S1-1
11t,85,-1,220900,0.213551624,0.161881858,S1-1
11t,85,-1,220900,0.589116167,0.422806272,S1-1
11t,85,-1,220900,0.623594762,0.445973898,S1-1
11t,85,-1,220900,0.111544298,0.076366253,S1-1
11t,85,-1,220900,0.635634541,0.468297957,S1-1
11t,85,-1,220900,0.584540015,0.416636397,S1-1
11t,85,-1,220900,0.571913416,0.421371723,S1-1
11t,85,-1,220900,0.468101723,0.330855494,S1-1
11t,85,-1,220900,0.642989977,0.500193619,S1-1
11t,85,-1,220900,0.560754474,0.405840224,S1-1
11t,85,-1,176700,0.590008327,0.443805168,S1-1
11t,85,-1,176700,0.572880387,0.398501393,S1-1
11t,85,-1,176700,0.243084077,0.166744773,S1-1
11t,85,-1,176700,0.243590338,0.152438342,S1-1
11t,85,-1,176700,0.590812534,0.411352478,S1-1
11t,85,-1,176700,0.352052378,0.254769506,S1-1
11t,85,-1,176700,0.179038501,0.117288594,S1-1
11t,85,-1,176700,0.58688241,0.438188335,S1-1
11t,85,-1,176700,0.611134381,0.43517524,S1-1
11t,85,-1,176700,0.490507341,0.366963155,S1-1
11t,85,-1,176700,0.248871899,0.159060447,S1-1
11t,85,-1,176700,0.581300006,0.439849078,S1-1
11t,85,-1,176700,0.607895671,0.43921125,S1-1
11t,85,-1,176700,0.336068534,0.238649254,S1-1
11t,85,-1,176700,0.26267113,0.165757112,S1-1
11t,85,-1,176700,0.60318374,0.446017861,S1-1
11t,85,-1,176700,0.613075707,0.425851301,S1-1
11t,85,-1,176700,0.222982635,0.153154015,S1-1
11t,85,-1,176700,0.332840599,0.229623457,S1-1
11t,85,-1,176700,0.574683071,0.422290294,S1-1
11t,85,-1,176700,0.595668739,0.452736157,S1-1
11t,85,-1,176700,0.314047965,0.220506656,S1-1
11t,85,-1,176700,0.575724751,0.421270434,S1-1
11t,85,-1,176700,0.559688352,0.39397992,S1-1
11t,85,-1,176700,0.291178719,0.212097775,S1-1
11t,85,-1,176700,0.569358435,0.413984104,S1-1
11t,85,-1,176700,0.572368558,0.416483912,S1-1
11t,85,-1,176700,0.061756956,0.038151102,S1-1
11t,85,-1,176700,0.18096172,0.123867218,S1-1
11t,85,-1,176700,0.589684015,0.419749657,S1-1
11t,85,-1,176700,0.606442477,0.435433137,S1-1
11t,85,-1,176700,0.192005696,0.136510211,S1-1
11t,85,-1,176700,0.231937027,0.157508343,S1-1
11t,85,-1,176700,0.617489553,0.457764343,S1-1
11t,85,-1,176700,0.563205658,0.386931638,S1-1
11t,85,-1,176700,0.556856587,0.406141471,S1-1
11t,85,-1,176700,0.296521709,0.20840407,S1-1
11t,85,-1,176700,0.588121409,0.42400186,S1-1
11t,85,-1,176700,0.59050533,0.418008043,S1-1
11t,85,-1,176700,0.419973605,0.300936602,S1-1
11t,85,-1,176700,0.216475477,0.141795055,S1-1
11t,85,-1,176700,0.591564729,0.425220613,S1-1
11t,85,-1,176700,0.629590895,0.454591337,S1-1
11t,85,-1,176700,0.409528812,0.287993177,S1-1
11t,85,-1,176700,0.091502917,0.062257745,S1-1
11t,85,-1,176700,0.600940531,0.452042144,S1-1
11t,85,-1,176700,0.576515569,0.393451882,S1-1
11t,85,-1,176700,0.292918108,0.221201649,S1-1
11t,85,-1,176700,0.582392618,0.424801284,S1-1
11t,85,-1,176700,0.579038742,0.402328,S1-1
11t,85,-1,176700,0.241721513,0.171841459,S1-1
11t,85,-1,176700,0.572223787,0.410375879,S1-1
11t,85,-1,176700,0.56569629,0.390453883,S1-1
11t,85,-1,176700,0.346284911,0.225185312,S1-1
11t,85,-1,176700,0.576426449,0.41420833,S1-1
11t,85,-1,176700,0.569192076,0.398734216,S1-1
11t,85,-1,176700,0.092431932,0.065732339,S1-1
11t,85,-1,176700,0.204552443,0.13748733,S1-1
11t,85,-1,176700,0.610231722,0.461247068,S1-1
11t,85,-1,176700,0.594730629,0.419565571,S1-1
11t,85,-1,176700,0.444538338,0.315419893,S1-1
11t,85,-1,176700,0.265071609,0.179713255,S1-1
11t,85,-1,176700,0.572167773,0.399620278,S1-1
11t,85,-1,176700,0.575784947,0.430588771,S1-1
11t,85,-1,176700,0.466129642,0.324003747,S1-1
11t,85,-1,176700,0.591462211,0.426764626,S1-1
11t,85,-1,176700,0.62174645,0.454701895,S1-1
11t,85,-1,176700,0.56285949,0.403874365,S1-1
11t,85,-1,176700,0.587490499,0.421749534,S1-1
11t,85,-1,176700,0.589807067,0.410192393,S1-1
11t,85,-1,176700,0.351761464,0.253601897,S1-1
11t,85,-1,176700,0.278537204,0.184446904,S1-1
11t,85,-1,176700,0.584924398,0.412590219,S1-1
11t,85,-1,176700,0.603799292,0.420479975,S1-1
11t,85,-1,176700,0.38618577,0.283741181,S1-1
11t,85,-1,176700,0.209866621,0.13765159,S1-1
11t,85,-1,176700,0.600672288,0.426572014,S1-1
11t,85,-1,176700,0.531694821,0.367326496,S1-1
11t,85,-1,176700,0.190960508,0.123923404,S1-1
11t,85,-1,176700,0.578290343,0.417902822,S1-1
11t,85,-1,176700,0.607241629,0.430740199,S1-1
11t,85,-1,176700,0.161146765,0.121550737,S1-1
11t,85,-1,176700,0.261767449,0.179391345,S1-1
11t,85,-1,176700,0.634923553,0.467748024,S1-1
11t,85,-1,176700,0.567092894,0.385220972,S1-1
11t,85,-1,176700,0.482201068,0.343493804,S1-1
11t,85,-1,176700,0.599219318,0.441114834,S1-1
11t,85,-1,176700,0.607279097,0.434305306,S1-1
11t,85,-1,176700,0.461087341,0.328934305,S1-1
11t,85,-1,176700,0.60834919,0.442491454,S1-1
11t,85,-1,176700,0.59237597,0.435516435,S1-1
11t,85,-1,176700,0.518669812,0.378962407,S1-1
11t,85,-1,176700,0.216967826,0.134529917,S1-1
11t,85,-1,176700,0.607991558,0.439345645,S1-1
11t,85,-1,176700,0.590777296,0.41956271,S1-1
11t,85,-1,176700,0.362240337,0.261064154,S1-1
11t,85,-1,176700,0.202093018,0.135550751,S1-1
11t,85,-1,176700,0.591887817,0.442397055,S1-1
11t,85,-1,176700,0.586715929,0.426013744,S1-1
11t,85,-1,176700,0.351689573,0.2587462,S1-1
11t,85,-1,176700,0.58109011,0.428315255,S1-1
11t,85,-1,176700,0.583547892,0.416277383,S1-1
11t,85,-1,176700,0.310223852,0.225122917,S1-1
11t,85,-1,176700,0.572515968,0.460810894,S1-1
11t,85,-1,176700,0.562294365,0.40443682,S1-1
11t,85,-1,176700,0.585593004,0.438219159,S1-1
11t,85,-1,220900,0.595219127,0.461111454,S1-1
11t,85,-1,220900,0.569986851,0.40191219,S1-1
11t,85,-1,220900,0.230387252,0.142738047,S1-1
11t,85,-1,220900,0.605924427,0.463766677,S1-1
11t,85,-1,220900,0.591273439,0.434803551,S1-1
11t,85,-1,220900,0.212139652,0.137310583,S1-1
11t,85,-1,220900,0.584253366,0.440247151,S1-1
11t,85,-1,220900,0.602123915,0.425065976,S1-1
11t,85,-1,220900,0.279626608,0.191293303,S1-1
11t,85,-1,220900,0.601846278,0.470779334,S1-1
11t,85,-1,220900,0.584165229,0.421473111,S1-1
11t,85,-1,220900,0.287426434,0.174925365,S1-1
11t,85,-1,220900,0.629440395,0.477711816,S1-1
11t,85,-1,220900,0.578365635,0.414597085,S1-1
11t,85,-1,220900,0.550712296,0.397296803,S1-1
11t,85,-1,220900,0.412610789,0.275905845,S1-1
11t,85,-1,220900,0.59144255,0.451747451,S1-1
11t,85,-1,220900,0.600957362,0.420072832,S1-1
11t,85,-1,220900,0.486511936,0.367510952,S1-1
11t,85,-1,220900,0.597137288,0.450076432,S1-1
11t,85,-1,220900,0.598853808,0.420486735,S1-1
11t,85,-1,220900,0.59580884,0.429265594,S1-1
11t,85,-1,220900,0.615620317,0.442654645,S1-1
11t,85,-1,220900,0.216265753,0.159154868,S1-1
11t,85,-1,220900,0.593674643,0.439611928,S1-1
11t,85,-1,220900,0.620847932,0.433880934,S1-1
11t,85,-1,220900,0.312940767,0.212736497,S1-1
11t,85,-1,220900,0.580451938,0.425199676,S1-1
11t,85,-1,220900,0.586071543,0.418298625,S1-1
11t,85,-1,220900,0.621853925,0.444882635,S1-1
11t,85,-1,220900,0.303874123,0.200908496,S1-1
11t,85,-1,220900,0.569747264,0.423344477,S1-1
11t,85,-1,220900,0.633363547,0.46382804,S1-1
11t,85,-1,220900,0.584464448,0.408068625,S1-1
11t,85,-1,220900,0.389364329,0.271462359,S1-1
11t,85,-1,220900,0.622957528,0.467069113,S1-1
11t,85,-1,220900,0.604690804,0.440332606,S1-1
11t,85,-1,220900,0.223821677,0.158216056,S1-1
11t,85,-1,220900,0.64188903,0.489936561,S1-1
11t,85,-1,220900,0.60369376,0.407970432,S1-1
11t,85,-1,220900,0.414643618,0.301402797,S1-1
11t,85,-1,220900,0.572176402,0.428767562,S1-1
11t,85,-1,220900,0.59250328,0.439135084,S1-1
11t,85,-1,220900,0.586320583,0.400941225,S1-1
11t,85,-1,220900,0.595213546,0.434638228,S1-1
11t,85,-1,220900,0.58611953,0.406228814,S1-1
11t,85,-1,220900,0.382319646,0.257338048,S1-1
11t,85,-1,220900,0.58111363,0.426094553,S1-1
11t,85,-1,220900,0.576624621,0.405769345,S1-1
11t,85,-1,220900,0.258625667,0.167163429,S1-1
11t,85,-1,220900,0.589517129,0.448009399,S1-1
11t,85,-1,220900,0.59247858,0.423036373,S1-1
11t,85,-1,220900,0.560605863,0.390769695,S1-1
11t,85,-1,220900,0.189168318,0.136896077,S1-1
11t,85,-1,220900,0.345109434,0.245817028,S1-1
11t,85,-1,220900,0.583348807,0.416349557,S1-1
11t,85,-1,220900,0.577960247,0.46321418,S1-1
11t,85,-1,220900,0.600812365,0.420771275,S1-1
11t,85,-1,220900,0.296680485,0.215607586,S1-1
11t,85,-1,220900,0.589394743,0.421811077,S1-1
11t,85,-1,220900,0.579467995,0.43341084,S1-1
11t,85,-1,220900,0.607939332,0.434626747,S1-1
11t,85,-1,220900,0.211134131,0.145296009,S1-1
11t,85,-1,220900,0.561818238,0.40273463,S1-1
11t,85,-1,220900,0.579839673,0.423153104,S1-1
11t,85,-1,220900,0.602457981,0.44446385,S1-1
11t,85,-1,220900,0.107716271,0.074853182,S1-1
11t,85,-1,220900,0.601840774,0.43063015,S1-1
11t,85,-1,220900,0.593451146,0.419582369,S1-1
11t,85,-1,220900,0.516855477,0.381013541,S1-1
11t,85,-1,220900,0.191888776,0.1246685,S1-1
11t,85,-1,220900,0.583800818,0.415291445,S1-1
11t,85,-1,220900,0.60092789,0.413741093,S1-1
11t,85,-1,220900,0.186721889,0.12335824,S1-1
11t,85,-1,220900,0.610527476,0.46345603,S1-1
11t,85,-1,220900,0.569925142,0.410066513,S1-1
11t,85,-1,220900,0.325159877,0.222763237,S1-1
11t,85,-1,220900,0.555721223,0.417016804,S1-1
11t,85,-1,220900,0.618052735,0.45924875,S1-1
11t,85,-1,220900,0.61498993,0.417550877,S1-1
11t,85,-1,220900,0.408816514,0.298863267,S1-1
11t,85,-1,220900,0.593350517,0.434301378,S1-1
11t,85,-1,220900,0.54407821,0.404034109,S1-1
11t,85,-1,220900,0.60213215,0.414398401,S1-1
11t,85,-1,220900,0.36179938,0.275405811,S1-1
11t,85,-1,220900,0.604045353,0.445290337,S1-1
11t,85,-1,220900,0.58085349,0.427549333,S1-1
11t,85,-1,220900,0.586879667,0.422277162,S1-1
11t,85,-1,220900,0.343351516,0.26353575,S1-1
11t,85,-1,220900,0.590481945,0.436407073,S1-1
11t,85,-1,220900,0.662795038,0.496032944,S1-1
11t,85,-1,220900,0.586078147,0.45349081,S1-1
11t,85,-1,220900,0.203405975,0.150687939,S1-1
11t,85,-1,220900,0.609498068,0.435534638,S1-1
11t,85,-1,220900,0.593555794,0.431268962,S1-1
11t,85,-1,220900,0.615737613,0.453561687,S1-1
11t,85,-1,220900,0.579292547,0.440046715,S1-1
11t,85,-1,220900,0.576622398,0.428458899,S1-1
11t,85,-1,220900,0.359981486,0.260791381,S1-1
11t,85,-1,220900,0.584540142,0.454942443,S1-1
11t,85,-1,220900,0.622226166,0.472588017,S1-1
11t,85,-1,220900,0.636966917,0.456351575,S1-1
11t,85,-1,220900,0.218249006,0.174218281,S1-1
11t,85,-1,159000,0.604647542,0.455936278,S1-1
11t,85,-1,159000,0.598155062,0.422281706,S1-1
11t,85,-1,159000,0.240631441,0.153398452,S1-1
11t,85,-1,159000,0.62781603,0.466189561,S1-1
11t,85,-1,159000,0.603650809,0.447804528,S1-1
11t,85,-1,159000,0.123746183,0.080563867,S1-1
11t,85,-1,159000,0.166614307,0.106481933,S1-1
11t,85,-1,159000,0.596381724,0.45117848,S1-1
11t,85,-1,159000,0.618179087,0.425993515,S1-1
11t,85,-1,159000,0.24949653,0.176830685,S1-1
11t,85,-1,159000,0.21477879,0.140299931,S1-1
11t,85,-1,159000,0.594017487,0.45225384,S1-1
11t,85,-1,159000,0.586354409,0.407494004,S1-1
11t,85,-1,159000,0.2713495,0.194569435,S1-1
11t,85,-1,159000,0.249553339,0.149610927,S1-1
11t,85,-1,159000,0.599327212,0.461138221,S1-1
11t,85,-1,159000,0.584992307,0.405474281,S1-1
11t,85,-1,159000,0.299820958,0.221393482,S1-1
11t,85,-1,159000,0.298440678,0.193596197,S1-1
11t,85,-1,159000,0.569971741,0.42145324,S1-1
11t,85,-1,159000,0.608141709,0.428205025,S1-1
11t,85,-1,159000,0.151660564,0.110055741,S1-1
11t,85,-1,159000,0.579026417,0.411121211,S1-1
11t,85,-1,159000,0.624088104,0.444071749,S1-1
11t,85,-1,159000,0.621395144,0.44162833,S1-1
11t,85,-1,159000,0.463106699,0.330580632,S1-1
11t,85,-1,159000,0.162404175,0.114187967,S1-1
11t,85,-1,159000,0.629590334,0.467851755,S1-1
11t,85,-1,159000,0.587960935,0.435275661,S1-1
11t,85,-1,159000,0.067452114,0.045775031,S1-1
11t,85,-1,159000,0.250392939,0.163842684,S1-1
11t,85,-1,159000,0.593286224,0.453506675,S1-1
11t,85,-1,159000,0.586748754,0.414396826,S1-1
11t,85,-1,159000,0.330214654,0.235737583,S1-1
11t,85,-1,159000,0.275149146,0.185516621,S1-1
11t,85,-1,159000,0.578568382,0.436639015,S1-1
11t,85,-1,159000,0.577732833,0.395256933,S1-1
11t,85,-1,159000,0.328628071,0.243963426,S1-1
11t,85,-1,159000,0.190272923,0.12197016,S1-1
11t,85,-1,159000,0.625376048,0.454789533,S1-1
11t,85,-1,159000,0.565523443,0.395569512,S1-1
11t,85,-1,159000,0.252154974,0.180589374,S1-1
11t,85,-1,159000,0.139435558,0.094150811,S1-1
11t,85,-1,159000,0.583149229,0.421323354,S1-1
11t,85,-1,159000,0.606683354,0.444121896,S1-1
11t,85,-1,159000,0.580743879,0.417451814,S1-1
11t,85,-1,159000,0.609320182,0.430707553,S1-1
11t,85,-1,159000,0.092463288,0.060734914,S1-1
11t,85,-1,159000,0.22979689,0.133865763,S1-1
11t,85,-1,159000,0.603401286,0.447792271,S1-1
11t,85,-1,159000,0.492262547,0.352954098,S1-1
11t,85,-1,159000,0.238748579,0.164266292,S1-1
11t,85,-1,159000,0.635690483,0.454305418,S1-1
11t,85,-1,159000,0.562088809,0.399440799,S1-1
11t,85,-1,159000,0.174888897,0.121045375,S1-1
11t,85,-1,159000,0.590402449,0.441648385,S1-1
11t,85,-1,159000,0.584101606,0.410560537,S1-1
11t,85,-1,159000,0.32914935,0.22627736,S1-1
11t,85,-1,159000,0.247094775,0.159698171,S1-1
11t,85,-1,159000,0.602575604,0.422371583,S1-1
11t,85,-1,159000,0.603635539,0.413468551,S1-1
11t,85,-1,159000,0.179745475,0.124334367,S1-1
11t,85,-1,159000,0.577982132,0.423542416,S1-1
11t,85,-1,159000,0.62110516,0.444134352,S1-1
11t,85,-1,159000,0.333533331,0.240568039,S1-1
11t,85,-1,159000,0.599846444,0.434359507,S1-1
11t,85,-1,159000,0.595690558,0.408684868,S1-1
