truck,fromid,toid,fee,gross,net,scenorio
11t,34,85,0,0.697483626,0.490360267,S1-3
11t,34,85,0,0.7347059,0.540698747,S1-3
11t,34,85,0,0.693473032,0.492686833,S1-3
11t,34,85,0,0.632746363,0.436450621,S1-3
11t,34,85,0,0.688968018,0.466305539,S1-3
11t,34,85,0,0.658941092,0.449833512,S1-3
11t,34,85,0,0.643344071,0.434062091,S1-3
11t,34,85,0,0.662355784,0.437564478,S1-3
11t,34,85,0,0.669567869,0.451382987,S1-3
11t,34,85,0,0.661649978,0.49076767,S1-3
11t,34,85,0,0.683454498,0.501297815,S1-3
11t,34,85,0,0.662143095,0.428106666,S1-3
11t,34,85,0,0.683618184,0.468588395,S1-3
11t,34,85,0,0.681812148,0.44034781,S1-3
11t,34,85,0,0.708463541,0.497372069,S1-3
11t,34,85,0,0.649366972,0.435229729,S1-3
11t,34,85,0,0.662935518,0.440539075,S1-3
11t,34,85,0,0.689342541,0.487617237,S1-3
11t,34,85,0,0.705463966,0.469915699,S1-3
11t,34,85,0,0.64262045,0.437647806,S1-3
5t,34,85,0,0.322917356,0.213137657,S1-3
11t,34,85,0,0.678365816,0.491789143,S1-3
11t,34,85,0,0.637616592,0.434439108,S1-3
11t,34,85,0,0.626272773,0.485936662,S1-3
11t,34,85,0,0.688840368,0.520952139,S1-3
11t,34,85,0,0.646679436,0.512235204,S1-3
11t,34,85,0,0.711938605,0.511361552,S1-3
11t,34,85,0,0.66257482,0.501947845,S1-3
11t,34,85,0,0.644553455,0.509537353,S1-3
11t,34,85,0,0.650004386,0.501511416,S1-3
11t,34,85,0,0.697798386,0.521171993,S1-3
11t,34,85,0,0.686996721,0.473759727,S1-3
11t,34,85,0,0.660897352,0.540729875,S1-3
11t,34,85,0,0.652876027,0.499997239,S1-3
11t,34,85,0,0.66077005,0.448590032,S1-3
11t,34,85,0,0.660757552,0.46670673,S1-3
11t,34,85,0,0.688182493,0.565151443,S1-3
11t,34,85,0,0.693378706,0.504000759,S1-3
11t,34,85,0,0.655617574,0.491411546,S1-3
11t,34,85,0,0.693229279,0.512259748,S1-3
11t,34,85,0,0.649924302,0.49426513,S1-3
11t,34,85,0,0.67977072,0.486185382,S1-3
11t,34,85,0,0.67033314,0.462169982,S1-3
11t,34,85,0,0.667073417,0.458566557,S1-3
11t,34,85,0,0.639863298,0.467700896,S1-3
11t,34,85,0,0.739915389,0.533869018,S1-3
11t,34,85,0,0.684406432,0.458922379,S1-3
11t,34,85,0,0.706481655,0.451751224,S1-3
11t,34,85,0,0.630322065,0.43652527,S1-3
11t,34,85,0,0.660320149,0.437921144,S1-3
11t,34,85,0,0.695766245,0.468915771,S1-3
11t,34,85,0,0.631388612,0.434803643,S1-3
11t,34,85,0,0.626190418,0.410059712,S1-3
11t,34,85,0,0.66834692,0.458665798,S1-3
11t,34,85,0,0.703355586,0.500428733,S1-3
11t,34,85,0,0.710981381,0.508584598,S1-3
11t,34,85,0,0.704621728,0.491800325,S1-3
11t,34,85,0,0.649232978,0.425355461,S1-3
11t,34,85,0,0.671912005,0.450727574,S1-3
11t,34,85,0,0.643705496,0.429388714,S1-3
11t,34,85,0,0.72217356,0.455083702,S1-3
11t,34,85,0,0.682849521,0.454230038,S1-3
11t,34,85,0,0.608814224,0.415130867,S1-3
11t,34,85,0,0.627348296,0.429131791,S1-3
11t,34,85,0,0.628817254,0.41719313,S1-3
11t,34,85,0,0.593990035,0.409043332,S1-3
11t,34,85,0,0.618128531,0.41431003,S1-3
11t,34,85,0,0.678452056,0.484953912,S1-3
11t,34,85,0,0.649958047,0.454462359,S1-3
11t,34,85,0,0.640246339,0.478918923,S1-3
11t,34,85,0,0.633216413,0.477046747,S1-3
11t,34,85,0,0.622249114,0.447487292,S1-3
11t,34,85,0,0.460705328,0.352905666,S1-3
11t,34,85,0,0.679942143,0.473617313,S1-3
11t,34,85,0,0.673779001,0.524549761,S1-3
11t,34,85,0,0.688209038,0.559631721,S1-3
11t,34,85,0,0.681187837,0.51916968,S1-3
11t,34,85,0,0.679598405,0.526279293,S1-3
11t,34,85,0,0.685107925,0.53130576,S1-3
11t,34,85,0,0.654428649,0.475077284,S1-3
11t,34,85,0,0.659784278,0.52679159,S1-3
11t,34,85,0,0.647247907,0.520906782,S1-3
11t,34,85,0,0.68111343,0.549184011,S1-3
11t,34,85,0,0.670168452,0.478419184,S1-3
11t,34,85,0,0.719837823,0.517088774,S1-3
11t,34,85,0,0.673057772,0.475838172,S1-3
11t,34,85,0,0.625869117,0.429616022,S1-3
11t,34,85,0,0.65155374,0.432257028,S1-3
11t,34,85,0,0.625372771,0.42705256,S1-3
11t,34,85,0,0.674409532,0.482617226,S1-3
11t,34,85,0,0.641448255,0.430960469,S1-3
11t,34,85,0,0.634266279,0.426581671,S1-3
11t,34,85,0,0.655374644,0.519951348,S1-3
11t,34,85,0,0.664227612,0.424947563,S1-3
11t,34,85,0,0.626709648,0.444530487,S1-3
11t,34,85,0,0.689702475,0.493542203,S1-3
11t,34,85,0,0.673329413,0.482694329,S1-3
11t,34,85,0,0.625370419,0.435335492,S1-3
11t,34,85,0,0.719539982,0.515535097,S1-3
11t,34,85,0,0.662853522,0.449481736,S1-3
11t,34,85,0,0.711094172,0.479169088,S1-3
11t,34,85,0,0.693070095,0.472960168,S1-3
11t,34,85,0,0.645029895,0.460038824,S1-3
11t,34,85,0,0.664869469,0.464717721,S1-3
11t,34,85,0,0.652018455,0.440961394,S1-3
11t,34,85,0,0.633095013,0.420782338,S1-3
11t,34,85,0,0.670378278,0.4404189,S1-3
11t,34,85,0,0.7223977,0.489136921,S1-3
11t,34,85,0,0.637382647,0.428646182,S1-3
11t,34,85,0,0.732424616,0.498182773,S1-3
11t,34,85,0,0.637624991,0.447028027,S1-3
11t,34,85,0,0.638972033,0.437622028,S1-3
11t,34,85,0,0.664263838,0.434875688,S1-3
11t,34,85,0,0.632248633,0.439611889,S1-3
11t,34,85,0,0.687692681,0.452409908,S1-3
11t,34,85,0,0.68821402,0.456897677,S1-3
11t,34,85,0,0.728183808,0.501967506,S1-3
11t,34,85,0,0.65597261,0.451457959,S1-3
11t,34,85,0,0.632142202,0.439521759,S1-3
11t,34,85,0,0.651266742,0.463071472,S1-3
11t,34,85,0,0.658009198,0.497260153,S1-3
11t,34,85,0,0.692824516,0.514806129,S1-3
11t,34,85,0,0.643904797,0.474127548,S1-3
11t,34,85,0,0.700311024,0.500878482,S1-3
11t,34,85,0,0.673505089,0.494956835,S1-3
11t,34,85,0,0.713395831,0.546875131,S1-3
11t,34,85,0,0.646287449,0.488506451,S1-3
11t,34,85,0,0.657844712,0.48987541,S1-3
11t,34,85,0,0.73522618,0.563365904,S1-3
11t,34,85,0,0.671155295,0.505036907,S1-3
11t,34,85,0,0.656302117,0.470388831,S1-3
11t,34,85,0,0.70879069,0.49535754,S1-3
11t,34,85,0,0.658862358,0.455211761,S1-3
11t,34,85,0,0.656085906,0.471561964,S1-3
11t,34,85,0,0.714509016,0.506866895,S1-3
11t,34,85,0,0.625396784,0.449978127,S1-3
11t,34,85,0,0.679408754,0.495792174,S1-3
11t,34,85,0,0.652008125,0.461208876,S1-3
11t,34,85,0,0.710324153,0.514543101,S1-3
11t,34,85,0,0.678594842,0.531433192,S1-3
11t,34,85,0,0.642688918,0.392939832,S1-3
11t,34,85,0,0.649721775,0.393623143,S1-3
11t,34,85,0,0.637504189,0.423237428,S1-3
11t,34,85,0,0.728854603,0.512355675,S1-3
11t,34,85,0,0.667272768,0.430564186,S1-3
11t,34,85,0,0.643403234,0.415110709,S1-3
11t,34,85,0,0.68142083,0.457631582,S1-3
11t,34,85,0,0.71838013,0.482006546,S1-3
11t,34,85,0,0.66714919,0.513841798,S1-3
11t,34,85,0,0.734047129,0.535300821,S1-3
11t,34,85,0,0.691843727,0.51404933,S1-3
11t,34,85,0,0.628325564,0.418283061,S1-3
11t,34,85,0,0.634198556,0.457391017,S1-3
11t,34,85,0,0.644722083,0.427302899,S1-3
11t,34,85,0,0.669807259,0.438335059,S1-3
11t,34,85,0,0.691461941,0.454662633,S1-3
11t,34,85,0,0.738246319,0.488978099,S1-3
11t,34,85,0,0.63665772,0.432154459,S1-3
11t,34,85,0,0.678255014,0.44838042,S1-3
11t,34,85,0,0.710793823,0.469733828,S1-3
11t,34,85,0,0.652426732,0.444110952,S1-3
11t,34,85,0,0.662657816,0.474683214,S1-3
11t,34,85,0,0.642842109,0.464218679,S1-3
11t,34,85,0,0.688359909,0.515638251,S1-3
11t,34,85,0,0.653353628,0.452398107,S1-3
11t,34,85,0,0.667842985,0.486121498,S1-3
11t,34,85,0,0.451266299,0.276926881,S1-3
11t,34,85,0,0.686162545,0.518337589,S1-3
11t,34,85,0,0.681761033,0.488543299,S1-3
11t,34,85,0,0.711607512,0.537095086,S1-3
11t,34,85,0,0.672649238,0.517967423,S1-3
11t,34,85,0,0.687115886,0.528270254,S1-3
11t,34,85,0,0.649551232,0.508502814,S1-3
11t,34,85,0,0.665120988,0.556334646,S1-3
11t,34,85,0,0.701423234,0.548112862,S1-3
11t,34,85,0,0.651548611,0.482684767,S1-3
11t,34,85,0,0.631181688,0.45810999,S1-3
11t,34,85,0,0.660154406,0.481642546,S1-3
11t,34,85,0,0.621155286,0.455701825,S1-3
11t,34,85,0,0.667683369,0.469412258,S1-3
11t,34,85,0,0.634095193,0.455011075,S1-3
11t,34,85,0,0.60648211,0.454764121,S1-3
11t,34,85,0,0.707149612,0.495406334,S1-3
11t,34,85,0,0.647976453,0.469803548,S1-3
11t,34,85,0,0.699177338,0.492835363,S1-3
11t,34,85,0,0.683606541,0.502141582,S1-3
11t,34,85,0,0.680937518,0.416739118,S1-3
11t,34,85,0,0.691864269,0.414397542,S1-3
11t,34,85,0,0.649160068,0.415000636,S1-3
11t,34,85,0,0.663995283,0.467396406,S1-3
11t,34,85,0,0.664304345,0.460586423,S1-3
11t,34,85,0,0.60455623,0.398221717,S1-3
11t,34,85,0,0.659472183,0.410603993,S1-3
11t,34,85,0,0.629315602,0.429726413,S1-3
11t,34,85,0,0.686833615,0.487575942,S1-3
11t,34,85,0,0.663865162,0.428119451,S1-3
11t,34,85,0,0.64679527,0.46759765,S1-3
11t,34,85,0,0.636292687,0.433367605,S1-3
11t,34,85,0,0.700779476,0.443177845,S1-3
11t,34,85,0,0.650701434,0.432125562,S1-3
11t,34,85,0,0.730397654,0.481584395,S1-3
11t,34,85,0,0.702266736,0.475200844,S1-3
11t,34,85,0,0.689872853,0.490200429,S1-3
11t,34,85,0,0.654795494,0.491747917,S1-3
11t,34,85,0,0.667654104,0.474647982,S1-3
11t,34,85,0,0.70573428,0.515316047,S1-3
11t,34,85,0,0.646092958,0.474817671,S1-3
11t,34,85,0,0.710194393,0.510474749,S1-3
11t,34,85,0,0.704698051,0.498650588,S1-3
11t,34,85,0,0.687972391,0.466293291,S1-3
11t,34,85,0,0.747427921,0.48853726,S1-3
11t,34,85,0,0.641650656,0.427754731,S1-3
11t,34,85,0,0.376093261,0.203515342,S1-3
11t,34,85,0,0.633036763,0.443415493,S1-3
11t,34,85,0,0.688187939,0.540315484,S1-3
11t,34,85,0,0.684245564,0.551684844,S1-3
11t,34,85,0,0.675272534,0.518631869,S1-3
11t,34,85,0,0.647828322,0.476687912,S1-3
11t,34,85,0,0.673317057,0.527084202,S1-3
11t,34,85,0,0.636887214,0.535782563,S1-3
11t,34,85,0,0.683941672,0.552141422,S1-3
11t,34,85,0,0.671398885,0.485483746,S1-3
11t,34,85,0,0.643765852,0.488614036,S1-3
11t,34,85,0,0.648362224,0.458898698,S1-3
11t,34,85,0,0.650013286,0.474294025,S1-3
11t,34,85,0,0.64876808,0.454038474,S1-3
11t,34,85,0,0.624861258,0.427491413,S1-3
11t,34,85,0,0.706412762,0.50544132,S1-3
11t,34,85,0,0.701661115,0.480475452,S1-3
11t,34,85,0,0.659183966,0.423038075,S1-3
11t,34,85,0,0.647148096,0.484207171,S1-3
11t,34,85,0,0.631264888,0.439434377,S1-3
11t,34,85,0,0.687999638,0.446963239,S1-3
11t,34,85,0,0.654450135,0.44992742,S1-3
11t,34,85,0,0.700245287,0.454437499,S1-3
11t,34,85,0,0.714744648,0.491717659,S1-3
11t,34,85,0,0.695373558,0.468964844,S1-3
11t,34,85,0,0.649115335,0.446108088,S1-3
11t,34,85,0,0.655265121,0.454281327,S1-3
11t,34,85,0,0.645474201,0.462716459,S1-3
11t,34,85,0,0.6710144,0.495727013,S1-3
11t,34,85,0,0.637607126,0.44407569,S1-3
11t,34,85,0,0.698829133,0.450770978,S1-3
11t,34,85,0,0.656413631,0.459351555,S1-3
11t,34,85,0,0.664801248,0.442332682,S1-3
11t,34,85,0,0.655952799,0.445488728,S1-3
11t,34,85,0,0.683531875,0.450125818,S1-3
11t,34,85,0,0.685106419,0.491787301,S1-3
11t,34,85,0,0.648335444,0.438267231,S1-3
11t,34,85,0,0.64121581,0.440040073,S1-3
11t,34,85,0,0.662941677,0.442518671,S1-3
11t,34,85,0,0.635302891,0.396209623,S1-3
11t,34,85,0,0.39776769,0.250790053,S1-3
11t,34,85,0,0.667730259,0.470032576,S1-3
11t,34,85,0,0.695522393,0.522852166,S1-3
11t,34,85,0,0.736678392,0.591540501,S1-3
11t,34,85,0,0.671122379,0.554413239,S1-3
11t,34,85,0,0.636591843,0.50975302,S1-3
11t,34,85,0,0.659577544,0.489300061,S1-3
11t,34,85,0,0.639456147,0.449584106,S1-3
11t,34,85,0,0.648640496,0.431750532,S1-3
11t,34,85,0,0.666453657,0.442167023,S1-3
11t,34,85,0,0.654887143,0.483974579,S1-3
11t,34,85,0,0.65008462,0.475656371,S1-3
11t,34,85,0,0.652483497,0.441126329,S1-3
11t,34,85,0,0.642641432,0.476930248,S1-3
11t,34,85,0,0.630465796,0.465538285,S1-3
11t,34,85,0,0.666394239,0.507148892,S1-3
11t,34,85,0,0.710884837,0.500843308,S1-3
11t,34,85,0,0.703082242,0.476307048,S1-3
11t,34,85,0,0.617502375,0.407686982,S1-3
11t,34,85,0,0.65313233,0.396592453,S1-3
11t,34,85,0,0.662239656,0.450826503,S1-3
11t,34,85,0,0.693698946,0.453347427,S1-3
11t,34,85,0,0.643978483,0.429736238,S1-3
11t,34,85,0,0.647058663,0.451112018,S1-3
11t,34,85,0,0.666180078,0.442751669,S1-3
11t,34,85,0,0.613536406,0.402846067,S1-3
11t,34,85,0,0.647501739,0.450848104,S1-3
11t,34,85,0,0.671308332,0.442453433,S1-3
11t,34,85,0,0.687091822,0.404608402,S1-3
11t,34,85,0,0.628838229,0.397813274,S1-3
11t,34,85,0,0.665185463,0.460275142,S1-3
11t,34,85,0,0.654378433,0.484295965,S1-3
11t,34,85,0,0.595391122,0.393880177,S1-3
11t,34,85,0,0.652769668,0.474596622,S1-3
11t,34,85,0,0.701844338,0.563031659,S1-3
11t,34,85,0,0.673682483,0.540686079,S1-3
11t,34,85,0,0.649153522,0.561236871,S1-3
11t,34,85,0,0.651356349,0.532534518,S1-3
11t,34,85,0,0.652089881,0.511649327,S1-3
11t,34,85,0,0.671385757,0.528389529,S1-3
11t,34,85,0,0.647543173,0.483031442,S1-3
11t,34,85,0,0.665013265,0.475529033,S1-3
11t,34,85,0,0.647858057,0.434273201,S1-3
11t,34,85,0,0.66952444,0.482267616,S1-3
11t,34,85,0,0.641848799,0.440946204,S1-3
11t,34,85,0,0.687227079,0.448819169,S1-3
11t,34,85,0,0.635774452,0.421415297,S1-3
11t,34,85,0,0.659249779,0.524717002,S1-3
11t,34,85,0,0.672571687,0.472761408,S1-3
11t,34,85,0,0.624584032,0.439753158,S1-3
11t,34,85,0,0.659968486,0.461634855,S1-3
11t,34,85,0,0.661207693,0.442342621,S1-3
11t,34,85,0,0.603653446,0.391224242,S1-3
11t,34,85,0,0.648494043,0.440754149,S1-3
11t,34,85,0,0.64265767,0.44100933,S1-3
11t,34,85,0,0.634340295,0.441746642,S1-3
11t,34,85,0,0.700566691,0.448459682,S1-3
11t,34,85,0,0.67313495,0.447815012,S1-3
11t,34,85,0,0.655813572,0.432701802,S1-3
11t,34,85,0,0.734368745,0.516301786,S1-3
11t,34,85,0,0.726002042,0.523898752,S1-3
11t,34,85,0,0.66290354,0.443908748,S1-3
11t,34,85,0,0.683637768,0.493074203,S1-3
11t,34,85,0,0.713204397,0.511580236,S1-3
11t,34,85,0,0.629484024,0.472182017,S1-3
11t,34,85,0,0.650130214,0.440546859,S1-3
11t,34,85,0,0.677932692,0.457698052,S1-3
11t,34,85,0,0.6879654,0.501627512,S1-3
11t,34,85,0,0.693855569,0.466810829,S1-3
11t,34,85,0,0.649506384,0.416043758,S1-3
11t,34,85,0,0.681593359,0.452142186,S1-3
11t,34,85,0,0.679971617,0.447344568,S1-3
11t,34,85,0,0.691328749,0.481252052,S1-3
11t,34,85,0,0.707332969,0.498525885,S1-3
11t,34,85,0,0.206552365,0.137841087,S1-3
11t,34,85,0,0.64310229,0.435501179,S1-3
11t,34,85,0,0.624029175,0.421083063,S1-3
11t,34,85,0,0.671822249,0.531879597,S1-3
11t,34,85,0,0.662879308,0.524337844,S1-3
11t,34,85,0,0.731703424,0.594897575,S1-3
11t,34,85,0,0.660932355,0.500237334,S1-3
11t,34,85,0,0.672658356,0.508432569,S1-3
11t,34,85,0,0.706169889,0.525165404,S1-3
11t,34,85,0,0.655073572,0.467219478,S1-3
11t,34,85,0,0.658090995,0.45417857,S1-3
11t,34,85,0,0.619412538,0.420616147,S1-3
11t,34,85,0,0.688539445,0.494886828,S1-3
11t,34,85,0,0.651802662,0.443475136,S1-3
11t,34,85,0,0.651179327,0.493272649,S1-3
11t,34,85,0,0.672312045,0.48840052,S1-3
11t,34,85,0,0.675939918,0.479510433,S1-3
11t,34,85,0,0.630706826,0.44289251,S1-3
11t,34,85,0,0.700897217,0.501171166,S1-3
11t,34,85,0,0.693159399,0.571369472,S1-3
11t,34,85,0,0.669445501,0.499207132,S1-3
11t,34,85,0,0.693946853,0.511816036,S1-3
11t,34,85,0,0.741199841,0.486053887,S1-3
11t,34,85,0,0.623165905,0.398777535,S1-3
11t,34,85,0,0.650521774,0.421190781,S1-3
11t,34,85,0,0.707613107,0.451672817,S1-3
11t,34,85,0,0.667733498,0.456393517,S1-3
11t,34,85,0,0.707119845,0.471082896,S1-3
11t,34,85,0,0.740915754,0.488415509,S1-3
11t,34,85,0,0.63357752,0.431334837,S1-3
11t,34,85,0,0.701754377,0.487631625,S1-3
11t,34,85,0,0.651549591,0.425987657,S1-3
11t,34,85,0,0.695817418,0.480103217,S1-3
11t,34,85,0,0.671444768,0.487953938,S1-3
11t,34,85,0,0.690745342,0.49452287,S1-3
11t,34,85,0,0.662019795,0.478885279,S1-3
11t,34,85,0,0.643880183,0.455382635,S1-3
11t,34,85,0,0.672101819,0.431840933,S1-3
11t,34,85,0,0.667572535,0.458411252,S1-3
11t,34,85,0,0.665991894,0.430807394,S1-3
11t,34,85,0,0.670628866,0.441760406,S1-3
11t,34,85,0,0.707145684,0.491021537,S1-3
11t,34,85,0,0.720625431,0.475514513,S1-3
11t,34,85,0,0.636587434,0.43089749,S1-3
11t,34,85,0,0.701806044,0.495648207,S1-3
11t,34,85,0,0.715671832,0.503853929,S1-3
11t,34,85,0,0.634194906,0.457894894,S1-3
11t,34,85,0,0.697169292,0.499895924,S1-3
11t,34,85,0,0.659477615,0.482586736,S1-3
11t,34,85,0,0.609511277,0.45143349,S1-3
11t,34,85,0,0.657762348,0.500470661,S1-3
11t,34,85,0,0.663544861,0.442820665,S1-3
5t,34,85,0,0.3198975,0.186097164,S1-3
11t,34,85,0,0.645487781,0.481416668,S1-3
11t,34,85,0,0.654694295,0.416224278,S1-3
11t,34,85,0,0.648704863,0.491063562,S1-3
11t,34,85,0,0.6631524,0.514420631,S1-3
11t,34,85,0,0.665723281,0.519699523,S1-3
11t,34,85,0,0.707367719,0.544147632,S1-3
11t,34,85,0,0.723688481,0.595418679,S1-3
11t,34,85,0,0.679813161,0.5629831,S1-3
11t,34,85,0,0.717298091,0.570742999,S1-3
11t,34,85,0,0.654599454,0.45625425,S1-3
11t,34,85,0,0.720164317,0.524214234,S1-3
11t,34,85,0,0.678957598,0.483217162,S1-3
11t,34,85,0,0.674331882,0.420361846,S1-3
11t,34,85,0,0.696569802,0.53076331,S1-3
11t,34,85,0,0.681808942,0.492161729,S1-3
11t,34,85,0,0.701750568,0.498495713,S1-3
11t,34,85,0,0.629304371,0.409921914,S1-3
11t,34,85,0,0.686917963,0.598638418,S1-3
11t,34,85,0,0.622338558,0.496732145,S1-3
11t,34,85,0,0.633930716,0.432643561,S1-3
11t,34,85,0,0.692009291,0.478008856,S1-3
11t,34,85,0,0.63437804,0.436209865,S1-3
11t,34,85,0,0.648071074,0.446275204,S1-3
11t,34,85,0,0.65712858,0.448579582,S1-3
11t,34,85,0,0.663648318,0.441173596,S1-3
11t,34,85,0,0.685662869,0.44238864,S1-3
11t,34,85,0,0.619987284,0.415279225,S1-3
11t,34,85,0,0.676024121,0.459298542,S1-3
11t,34,85,0,0.679726801,0.437290772,S1-3
11t,34,85,0,0.680129083,0.432342708,S1-3
11t,34,85,0,0.655752928,0.424363883,S1-3
11t,34,85,0,0.62132873,0.387459338,S1-3
11t,34,85,0,0.689346919,0.440810767,S1-3
11t,34,85,0,0.720282936,0.471309643,S1-3
11t,34,85,0,0.684095545,0.495000348,S1-3
11t,34,85,0,0.624632935,0.441476001,S1-3
11t,34,85,0,0.696413782,0.462487474,S1-3
11t,34,85,0,0.686442827,0.455164298,S1-3
11t,34,85,0,0.667348114,0.441368091,S1-3
11t,34,85,0,0.673609628,0.448333966,S1-3
11t,34,85,0,0.666888843,0.453386025,S1-3
11t,34,85,0,0.642228844,0.462457713,S1-3
11t,34,85,0,0.702210522,0.478549868,S1-3
11t,34,85,0,0.625463237,0.435704287,S1-3
11t,34,85,0,0.685355546,0.505847039,S1-3
11t,34,85,0,0.683963326,0.495905829,S1-3
11t,34,85,0,0.676481249,0.47940716,S1-3
11t,34,85,0,0.642457082,0.419079475,S1-3
11t,34,85,0,0.674812386,0.542914565,S1-3
1t,34,85,0,0.182512544,0.106382536,S1-3
11t,34,85,0,0.673407179,0.455612343,S1-3
11t,34,85,0,0.654004674,0.459899086,S1-3
11t,34,85,0,0.637250736,0.494929161,S1-3
11t,34,85,0,0.638597615,0.492910256,S1-3
11t,34,85,0,0.665369263,0.524898199,S1-3
11t,34,85,0,0.625043501,0.496862704,S1-3
11t,34,85,0,0.67855726,0.540720783,S1-3
11t,34,85,0,0.688951727,0.549284642,S1-3
11t,34,85,0,0.636212029,0.523810451,S1-3
11t,34,85,0,0.68630932,0.488153939,S1-3
11t,34,85,0,0.682288653,0.454411443,S1-3
11t,34,85,0,0.652291999,0.419330944,S1-3
11t,34,85,0,0.641807383,0.428469698,S1-3
11t,34,85,0,0.64106432,0.431414769,S1-3
11t,34,85,0,0.671401453,0.452408307,S1-3
11t,34,85,0,0.670790274,0.431825921,S1-3
11t,34,85,0,0.650207622,0.398151438,S1-3
11t,34,85,0,0.668585643,0.56997012,S1-3
11t,34,85,0,0.714805891,0.582783551,S1-3
11t,34,85,0,0.617682547,0.490388096,S1-3
11t,34,85,0,0.638969067,0.458508442,S1-3
11t,34,85,0,0.654755719,0.461163028,S1-3
11t,34,85,0,0.727849156,0.479412761,S1-3
11t,34,85,0,0.665998684,0.448832805,S1-3
11t,34,85,0,0.655495526,0.457084551,S1-3
11t,34,85,0,0.67003999,0.458303324,S1-3
11t,34,85,0,0.698979687,0.487390313,S1-3
11t,34,85,0,0.623326311,0.434289346,S1-3
11t,34,85,0,0.681315638,0.475330128,S1-3
11t,34,85,0,0.709390508,0.519078904,S1-3
11t,34,85,0,0.706207008,0.491493646,S1-3
11t,34,85,0,0.673404872,0.443205752,S1-3
11t,34,85,0,0.641177815,0.420668544,S1-3
11t,34,85,0,0.686489059,0.448038105,S1-3
11t,34,85,0,0.630842093,0.385289581,S1-3
11t,34,85,0,0.730372542,0.467371957,S1-3
11t,34,85,0,0.688899784,0.483329012,S1-3
11t,34,85,0,0.672564399,0.450783376,S1-3
11t,34,85,0,0.651172199,0.449058668,S1-3
11t,34,85,0,0.657043115,0.437909458,S1-3
11t,34,85,0,0.652209266,0.45048688,S1-3
11t,34,85,0,0.691765464,0.461672987,S1-3
11t,34,85,0,0.650534911,0.439147175,S1-3
11t,34,85,0,0.65134659,0.473381765,S1-3
11t,34,85,0,0.629031061,0.455659927,S1-3
11t,34,85,0,0.646599944,0.427833879,S1-3
11t,34,85,0,0.255499184,0.144333428,S1-3
11t,34,85,0,0.646346927,0.45859266,S1-3
11t,34,85,0,0.635688906,0.465687973,S1-3
11t,34,85,0,0.686661164,0.526080193,S1-3
11t,34,85,0,0.689228738,0.535955272,S1-3
11t,34,85,0,0.618681469,0.508433678,S1-3
11t,34,85,0,0.639992383,0.509832118,S1-3
11t,34,85,0,0.64052221,0.499342151,S1-3
11t,34,85,0,0.659422522,0.508410956,S1-3
11t,34,85,0,0.735979949,0.577821612,S1-3
11t,34,85,0,0.644544888,0.495942656,S1-3
11t,34,85,0,0.676302213,0.484687542,S1-3
11t,34,85,0,0.669473366,0.466210035,S1-3
11t,34,85,0,0.688860087,0.476188069,S1-3
11t,34,85,0,0.665967813,0.509213693,S1-3
11t,34,85,0,0.715555065,0.523805399,S1-3
11t,34,85,0,0.711921309,0.49066221,S1-3
11t,34,85,0,0.644715212,0.37336464,S1-3
11t,34,85,0,0.671797105,0.495241361,S1-3
11t,34,85,0,0.710815072,0.535340056,S1-3
11t,34,85,0,0.654834793,0.437898907,S1-3
11t,34,85,0,0.619915302,0.426125543,S1-3
11t,34,85,0,0.686760868,0.421186205,S1-3
11t,34,85,0,0.646506036,0.41889789,S1-3
11t,34,85,0,0.674941513,0.447642759,S1-3
11t,34,85,0,0.631636569,0.41023634,S1-3
11t,34,85,0,0.668824012,0.434348698,S1-3
11t,34,85,0,0.68526588,0.492610943,S1-3
11t,34,85,0,0.634463996,0.467396636,S1-3
11t,34,85,0,0.638792211,0.434812103,S1-3
11t,34,85,0,0.700467453,0.467202029,S1-3
11t,34,85,0,0.628069903,0.432151522,S1-3
11t,34,85,0,0.711195437,0.500043755,S1-3
11t,34,85,0,0.650322514,0.450735163,S1-3
11t,34,85,0,0.647753529,0.453969919,S1-3
11t,34,85,0,0.729639219,0.503764828,S1-3
11t,34,85,0,0.635679532,0.433612184,S1-3
11t,34,85,0,0.677096522,0.46286,S1-3
11t,34,85,0,0.718224153,0.480712933,S1-3
11t,34,85,0,0.691130933,0.483723852,S1-3
11t,34,85,0,0.635055194,0.432781828,S1-3
11t,34,85,0,0.622283274,0.422692756,S1-3
11t,34,85,0,0.715811589,0.495946239,S1-3
11t,34,85,0,0.669849218,0.435068022,S1-3
11t,34,85,0,0.346972067,0.219969705,S1-3
11t,34,85,0,0.64610269,0.456824801,S1-3
11t,34,85,0,0.654125464,0.496022629,S1-3
11t,34,85,0,0.632873478,0.494070896,S1-3
11t,34,85,0,0.624843495,0.480159826,S1-3
11t,34,85,0,0.637882567,0.51188911,S1-3
11t,34,85,0,0.679151003,0.56243131,S1-3
11t,34,85,0,0.675659813,0.509566697,S1-3
11t,34,85,0,0.700455789,0.554819956,S1-3
11t,34,85,0,0.682107767,0.534987932,S1-3
11t,34,85,0,0.661173315,0.521176654,S1-3
11t,34,85,0,0.664954784,0.457109072,S1-3
11t,34,85,0,0.671199688,0.449968561,S1-3
11t,34,85,0,0.628655592,0.420509169,S1-3
11t,34,85,0,0.63203457,0.46274667,S1-3
11t,34,85,0,0.643231031,0.48167504,S1-3
11t,34,85,0,0.659841156,0.451213828,S1-3
11t,34,85,0,0.649397006,0.444756217,S1-3
